data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50,data_51,data_52,data_53,data_54,data_55,data_56,data_57,data_58,data_59,data_60,data_61,data_62,data_63,data_64,data_65,data_66,data_67,data_68,data_69,data_70,data_71,data_72,data_73,data_74,data_75,data_76,data_77,data_78,data_79,data_80,data_81,data_82,data_83,data_84,data_85,data_86,data_87,data_88,data_89,data_90,data_91,data_92,data_93,data_94,data_95,data_96,data_97,data_98,data_99,data_100,data_101,data_102,data_103,data_104,data_105,data_106,data_107,data_108,data_109,data_110,data_111,data_112,data_113,data_114,data_115,data_116,data_117,data_118,data_119,data_120,data_121,data_122,data_123,data_124,data_125,data_126,data_127,data_128,data_129,data_130,data_131,data_132,data_133,data_134,data_135,data_136,data_137,data_138,data_139,data_140,data_141,data_142,data_143,data_144,data_145,data_146,data_147,data_148,data_149,data_150,data_151,data_152,data_153,data_154,data_155,data_156,data_157,data_158,data_159,data_160,data_161,data_162,data_163,data_164,data_165,data_166,data_167,data_168,data_169,data_170,data_171,data_172,data_173,data_174,data_175,data_176,data_177,data_178,data_179,data_180
2.07903623360922,2.09182058450154,2.06649732499945,2.04346033090719,2.06369246025206,4.58475053968554,5.2933498830461,5.69000525987048,5.96638164032936,6.12621178664164,6.27225195239903,6.3534723536628,6.53705996106448,6.58273838510745,6.68050352299563,6.70613201688074,6.75898789099275,6.82716720435847,6.9133313480104,6.90074458508827,6.95988614920882,6.91581975996214,6.95403844794985,6.96981218110958,7.05606684416769,6.99434653164016,7.00241472189227,7.02916800487066,7.04925860594772,7.08030619391053,7.10736289607998,7.05603951434033,7.06862933424961,7.12995731854662,7.1170038977192,7.04454835061919,7.11885255469084,7.0888987038878,7.13820037077403,7.08237719363252,7.10883007544964,7.11635577968045,7.13592135367886,7.17246557883347,7.13754076633886,7.10119716427842,7.07487586924249,7.12310916087889,7.20379638949823,7.10970674654489,7.11861149725487,7.14136789815595,7.13864166332803,7.11167896268998,7.14126838130388,7.12917686416573,7.12595169677744,7.10889774373278,7.13195866935618,7.13983370594058,7.15348290165323,7.13830589847654,7.21960742269405,7.13753649659946,7.17539170018541,7.14669719511347,7.15812275029619,7.07632602358114,7.15820060830208,7.18615400449312,7.13102043407148,7.0557514395021,7.15302082135324,7.1461721824751,7.16237413966183,7.16832357234405,7.16514976056033,7.08987933986739,7.11511915900003,7.13641231721162,7.21355955970098,7.18251902946143,7.15757219020805,7.19754687966827,7.16607702340018,7.20309296962768,7.15140581920983,7.17456445863544,7.19405579811219,7.18623767423324,7.1608546534552,7.14530027486476,7.14934688689073,7.13617063371478,7.11534021335358,7.12141406023006,7.14684691910419,7.10527771646394,7.17408922340442,7.20221857539143,7.12205519250282,7.17635405461163,7.17584128687547,7.14220465196108,7.16212518591686,7.18072476428726,7.18336529707579,7.1720028561465,7.18337811393644,7.15463052607761,7.14095650101466,7.16757643107681,7.1779749073785,7.15590282675686,7.11936421391441,7.14025699730697,7.17861340678978,7.18406392380544,7.10185481491497,7.13522417505434,7.14906521975449,7.16708856494557,7.1128083997424,7.21350329608007,7.16438095991015,7.18814774918206,7.1379753277117,7.13834043735037,7.16595325739385,7.19185481423967,7.173111734659,7.13296092519415,7.15569340338518,7.16410972736834,7.14414837904726,7.18381497215226,7.19308551145601,7.14154635575075,7.19106373986223,7.11844639923021,7.12556055970177,7.20119978652778,7.1330155573795,7.12958800705795,7.18189318517558,7.20264966060462,7.17858856974132,7.07213942239335,7.17889109258462,7.16388465276407,7.16462187347513,7.16513728162738,7.09734520589173,7.14620894222941,7.17514665826345,7.10935556177874,7.09215342903389,7.13901196520966,7.14370924243572,7.13061252382159,7.13238561311387,7.13926863579459,7.15746498716661,7.10949637300551,7.13681122549437,7.16192731345159,7.14061195979213,7.15405335850382,7.12644019669236,7.11103924361845,7.07731606013704,7.14531848173464,7.13794496430635,7.16306508246606,7.1292941068011,7.19812762498751,7.16511497495948,7.15304225610989,7.11429719223848,7.13589491809771
